index,budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director
4093,0,Documentary Action Adventure,11194,wound mountaineer peru sport glacier,en,Touching the Void,low,05-09-2003,13885802,106.0,Released,,Touching the Void,7.6,138,Brendan Mackey Nicholas Aaron Richard Hawking Ollie Ryall Joe Simpson,Kevin Macdonald
4094,2000000,Drama Music Romance,43839,dance ragtime concert tour,en,Alexander's Ragtime Band,low,24-05-1938,4000000,106.0,Released,An American Cavalcade!,Alexander's Ragtime Band,4.8,6,Tyrone Power Alice Faye Don Ameche Ethel Merman Jack Haley,Henry King
4095,0,Comedy Drama,1382,brother brother relationship playground independent film sex talk art gallery,en,Me and You and Everyone We Know,low,17-06-2005,0,90.0,Released,,Me and You and Everyone We Know,7.0,107,Miranda July John Hawkes Brandon Ratcliff Miles Thompson Carlie Westerman,Miranda July
4096,2000000,Documentary,44639,corruption capitalism globalization bank banker,en,Inside Job,low,08-10-2010,7871522,109.0,Released,"The film that cost $20,000,000,000,000 to make.",Inside Job,7.7,286,Matt Damon William Ackman Barack Obama George W. Bush Jonathan Alpert,Charles Ferguson
4097,6000000,Drama Music Romance,301351,dj,en,We Are Your Friends,mid,26-08-2015,11122090,96.0,Released,The world is yours.,We Are Your Friends,6.3,658,Zac Efron Emily Ratajkowski Wes Bentley Nick Rotteveel Alessandro Lindblad,Max Joseph
4098,0,Crime Drama,4816,deportation hitman mission of murder book code,en,Ghost Dog: The Way of the Samurai,low,13-09-1999,0,116.0,Released,All assassins live beyond the law … only one follows the code,Ghost Dog: The Way of the Samurai,7.2,298,Forest Whitaker Cliff Gorman Tricia Vessey Henry Silva Victor Argo,Jim Jarmusch
4099,2000000,Crime Drama Thriller Action,7873,watching a movie playing pool vinegar,en,Harsh Times,low,11-09-2005,5967038,120.0,Released,Take A Ride To The Edge,Harsh Times,6.3,197,Christian Bale Freddy Rodr\u00edguez Eva Longoria Chaka Forman Tammy Trull,David Ayer
4100,2000000,Crime Drama Thriller,331190,hostage based on true story murder independent film single mother,en,Captive,low,17-09-2015,2801508,97.0,Released,Faith. Redemption. Survival.,Captive,5.6,92,Kate Mara David Oyelowo Michael Kenneth Williams Mimi Rogers Leonor Varela,Jerry Jameson
4101,2000000,Comedy Drama Romance,15186,independent film,en,Full Frontal,low,02-08-2002,2506446,96.0,Released,Everybody Needs A Release,Full Frontal,4.8,26,David Duchovny Nicky Katt Catherine Keener Mary McCormack David Hyde Pierce,Steven Soderbergh
4102,0,Horror,17994,ax possession psychic power ouija ouija board,en,Witchboard,low,31-12-1986,0,98.0,Released,It's more than just a game.,Witchboard,5.9,58,Stephen Nichols Tawny Kitaen Todd Allen Kathleen Wilhoite Burke Byrnes,Kevin Tenney
4103,2000000,Romance Drama Comedy,1378,gay new york free love swinger club transsexuality,en,Shortbus,low,20-05-2006,5179037,101.0,Released,Open Your Mind. And Everything Else.,Shortbus,6.3,140,Sook-Yin Lee Paul Dawson PJ DeBoy Jay Brannan Lindsay Beamish,John Cameron Mitchell
4104,2000000,Drama Animation War,8885,israel palestine middle east lebanon nightmare,he,Vals Im Bashir,low,25-06-2008,11125849,90.0,Released,,Waltz with Bashir,7.8,291,Ari Folman Ron Ben-Yishai Dror Harazi Ronny Dayag,Ari Folman
4105,2000000,,48382,,en,"The Book of Mormon Movie, Volume 1: The Journey",low,12-09-2003,1672730,120.0,Released,"2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story.","The Book of Mormon Movie, Volume 1: The Journey",5.0,2,Kirby Heyborne Michael Flynn,
4106,2000000,Documentary,12901,white house occupying power independent film incompetence irak,en,No End in Sight,low,27-07-2007,1431623,102.0,Released,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,No End in Sight,7.2,23,Campbell Scott Gerald Burke Ali Fadhil Robert Hutchings,Charles Ferguson
4107,2000000,Drama Romance,250124,1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality,en,The Diary of a Teenage Girl,low,07-08-2015,1477002,98.0,Released,Some things are best kept secret.,The Diary of a Teenage Girl,6.8,279,Bel Powley Kristen Wiig Alexander Skarsg\u00e5rd Christopher Meloni Austin Lyon,Marielle Heller
4108,2000000,Documentary,14284,nasa space mission rocket moon landing space,en,In the Shadow of the Moon,low,19-01-2007,0,109.0,Released,,In the Shadow of the Moon,7.6,31,Buzz Aldrin Michael Collins Alan Bean Eugene Cernan Charles Duke,David Sington
4109,0,Drama Western,57120,gold oregon thirst tree settler,en,Meek's Cutoff,low,05-09-2010,876302,104.0,Released,The Road to Civilisation is Not Always Civilised,Meek's Cutoff,6.5,77,Michelle Williams Bruce Greenwood Will Patton Zoe Kazan Paul Dano,Kelly Reichardt
4110,2000000,History Documentary,12228,usa 1970s sexual revolution unsimulated sex,en,Inside Deep Throat,low,11-02-2005,653621,92.0,Released,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,Inside Deep Throat,6.8,31,Dennis Hopper Peter Bart Warren Beatty Carl Bernstein,Fenton Bailey
4111,0,Drama Action Thriller,22617,,en,Dinner Rush,low,01-09-2000,0,99.0,Released,,Dinner Rush,7.1,19,Danny Aiello John Rothman Frank Bongiorno Lexie Sperduto Zainab Jah,Bob Giraldi
4112,0,Comedy Drama,55561,independent film woman director,en,Clockwatchers,low,01-01-1997,0,96.0,Released,,Clockwatchers,5.6,13,Toni Collette Parker Posey Lisa Kudrow Alanna Ubach Helen FitzGerald,Jill Sprecher
4113,2000000,Comedy,42889,loss of virginity teenage boy teen comedy teenage sexuality found footage,en,The Virginity Hit,low,10-09-2010,563706,120.0,Released,,The Virginity Hit,4.6,19,Matt Bennett Zack Pearlman Jacob Davich Justin Kline Krysta Rodriguez,Huck Botko
4114,2000000,Action Thriller,10656,paris culture clash subway metropolis blackmail,fr,Subway,low,10-04-1985,390659,104.0,Released,An underground story where lives intertwine,Subway,6.3,86,Isabelle Adjani Christopher Lambert Richard Bohringer Michel Galabru Jean-Hugues Anglade,Luc Besson
4115,0,Comedy Drama,24363,self-discovery friendship,en,House of D,low,15-04-2005,0,97.0,Released,,House of D,6.1,23,Robin Williams David Duchovny Anton Yelchin T\u00e9a Leoni Erica Tazel,David Duchovny
4116,0,Comedy Horror,13121,,en,Teeth,low,19-01-2007,0,94.0,Released,Every rose has its thorns.,Teeth,5.2,210,Jess Weixler John Hensley Josh Pais Hale Appleman Lenny Von Dohlen,Mitchell Lichtenstein
4117,2000000,Action Adventure Science Fiction,24746,independent film,en,Six-String Samurai,low,18-09-1998,124494,91.0,Released,Vegas Needs a New King.,Six-String Samurai,5.8,36,Jeffrey Falcon Justin McGuire Kim De Angelo Stephane Gauger Clifford Hugo,Lance Mungia
4118,0,,325140,,en,Hum To Mohabbat Karega,low,26-05-2000,0,0.0,Released,,Hum To Mohabbat Karega,0.0,0,,
4119,2000000,Drama Comedy Music,12109,disc jockey loss of family cocaine comeback recording studio,en,It's All Gone Pete Tong,low,12-09-2004,120620,90.0,Released,,It's All Gone Pete Tong,7.1,52,Paul Kaye Kate Magowan Neil Maskell Beatriz Batarda Pete Tong,Michael Dowse
4120,3800000,Comedy,27023,independent film aftercreditsstinger,en,Saint John of Las Vegas,low,10-06-2009,111731,84.0,Released,,Saint John of Las Vegas,5.9,18,Steve Buscemi Romany Malco Tim Blake Nelson Sarah Silverman John Cho,Hue Rhodes
4121,0,Comedy Drama Romance,22913,transporter sport friends nottingham,en,24 7: Twenty Four Seven,low,31-08-1997,0,96.0,Released,,24 7: Twenty Four Seven,6.3,10,Bob Hoskins Danny Nussbaum Bruce Jones Annette Badland Frank Harper,Shane Meadows
4122,13500000,Drama,273899,stonewall riot,en,Stonewall,low,18-09-2015,187674,129.0,Released,Where Pride Began,Stonewall,5.2,32,Jeremy Irvine Jonny Beauchamp Jonathan Rhys Meyers Ron Perlman Caleb Landry Jones,Roland Emmerich
4123,7000000,Animation Family Foreign,20653,,en,Roadside Romeo,low,24-10-2008,1100000,93.0,Released,,Roadside Romeo,6.7,3,Saif Ali Khan Kareena Kapoor Javed Jaffrey Tanaaz Currim Irani Vrajesh Hirjee,
4124,0,Drama Action Thriller,67373,heist mafia internet,en,This Thing of Ours,low,01-01-2005,0,100.0,Released,,This Thing of Ours,5.0,1,James Caan James Caan Frank Vincent Vincent Pastore Louis Vanaria,Danny Provenzano
4125,0,Adventure Family,171759,,en,The Lost Medallion: The Adventures of Billy Stone,low,01-03-2013,0,97.0,Released,Finding it is only the beginning.,The Lost Medallion: The Adventures of Billy Stone,5.6,13,William Brent Sammi Hanratty James Hong Alex Kendrick Mark Dacascos,Bill Muir
4126,0,Comedy Drama Music Romance,206296,wife musical marriage divorce,en,The Last Five Years,low,03-11-2014,0,94.0,Released,There are two sides to every love story.,The Last Five Years,5.5,143,Anna Kendrick Jeremy Jordan Natalie Knepp Bettina Bresnan Marceline Hugot,Richard LaGravenese
4127,0,Comedy Drama Mystery Thriller,35219,detective independent film train alcoholic missing person,en,The Missing Person,low,16-01-2009,0,95.0,Released,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,The Missing Person,6.4,9,Michael Shannon Amy Ryan Frank Wood Linda Emond John Ventimiglia,Noah Buschel
4128,2000000,Comedy Science Fiction Romance Horror,28260,gang zombie,en,Return of the Living Dead 3,low,01-10-1993,54207,97.0,Released,She's to die for.,Return of the Living Dead 3,5.9,88,Melinda Clarke J. Trevor Edmond Kent McCord Sarah Douglas James T. Callahan,Brian Yuzna
4129,0,Drama Action Romance,7515,new york celebration,en,London,low,10-02-2005,0,92.0,Released,One young man's incredible journey of self-discovery,London,6.1,96,Chris Evans Jessica Biel Joy Bryant Jason Statham Kelli Garner,Hunter Richards
4130,2000000,Drama,13075,independent film mother daughter relationship woman director,en,Sherrybaby,low,08-09-2006,622806,96.0,Released,No one makes it alone.,Sherrybaby,6.3,41,Maggie Gyllenhaal Michelle Hurst Sandra Rodr\u00edguez Danny Trejo Brad William Henke,Laurie Collyer
4131,0,Horror Science Fiction,335866,survival execution stranger no memory,en,Circle,low,02-10-2015,0,87.0,Released,In here… everything gets you killed.,Circle,6.0,333,Julie Benz Carter Jenkins Cesar Garcia Mercy Malick Lisa Pelikan,Aaron Hann
4132,0,Horror Thriller,13510,beach wife husband relationship lake camping rottweiler,en,Eden Lake,blockbuster,12-09-2008,3983997,91.0,Released,"A weekend by the lake, with views to die for.",Eden Lake,6.7,406,Kelly Reilly Michael Fassbender Tara Ellis Jack O'Connell Finn Atkins,James Watkins
4133,0,Thriller,215881,woman director,en,Plush,low,13-09-2013,0,98.0,Released,There's a fine line between love and obsession.,Plush,5.4,40,Emily Browning Xavier Samuel Cam Gigandet Dawn Olivieri Frances Fisher,Catherine Hardwicke
4134,0,Horror Comedy,18238,female nudity horror dark comedy female homosexuality female vampire,en,Lesbian Vampire Killers,low,16-03-2009,0,86.0,Released,"After Twilight, The Real Party Starts.",Lesbian Vampire Killers,5.3,124,James Corden Mathew Horne Paul McGann MyAnna Buring Vera Filatova,Phil Claydon
4135,0,Drama Action Crime Foreign,22600,hearing gang of thieves organized crime,en,Jerusalema,low,11-02-2008,0,120.0,Released,Welcome to the promised land.,Gangster's Paradise: Jerusalema,6.8,16,Daniel Buckland Robert Hobbs Rapulana Seiphemo Jeffrey Zekele Ronnie Nyakale,Ralph Ziman
4136,0,Thriller Drama Crime,12612,loss of family camcorder alibi suspect murder,en,Freeze Frame,low,01-05-2004,0,99.0,Released,,Freeze Frame,6.9,18,Lee Evans Sean McGinley Ian McNeice Colin Salmon,John Simpson
4137,1000000,Thriller Horror,50698,camcorder reality insane asylum paranormal haunting,en,Grave Encounters,low,09-09-2011,0,92.0,Released,They Were Searching For Proof.  They Found it.,Grave Encounters,6.1,381,Sean Rogerson Juan Riedinger Ashleigh Gryzko Mackenzie Gray Arthur Corber,Colin Minihan
4138,100000,Horror,115210,slapstick teen angst slaughter dark comedy supernatural being,en,Stitches,low,19-05-2012,95000,86.0,Released,You'll die laughing...,Stitches,5.5,92,Ross Noble Tommy Knight Gemma-Leah Devereux John McDonnell,Conor McMahon
4139,2000000,Crime Drama Horror Thriller,34335,kidnapping murder suspense,en,Nine Dead,low,01-01-2010,0,98.0,Released,It doesn't have to end this way,Nine Dead,5.2,84,Melissa Joan Hart John Terry Chip Bent Lawrence Turner Edrick Browne,Chris Shadley
4140,2,Documentary,459488,music actors legendary perfomer classic hollywood frank sinatra,en,"To Be Frank, Sinatra at 100",low,12-12-2015,0,,Released,,"To Be Frank, Sinatra at 100",0.0,0,Tony Oppedisano,Simon Napier-Bell
4141,2000000,Comedy,11302,revolution political activism loser,en,Bananas,low,28-04-1971,11833696,82.0,Released,,Bananas,6.7,165,Woody Allen Louise Lasser Carlos Montalb\u00e1n Nati Abascal Jacobo Morales,Woody Allen
4142,0,Thriller,119458,,en,$upercapitalist,low,10-08-2012,0,103.0,Released,Money for Life,Supercapitalist,3.5,2,Linus Roache Derek Ting Richard Ng Michael Park Kathy Uyen,Simon Yin
4143,0,Action Adventure Drama,20406,,en,Rockaway,low,07-07-2007,0,76.0,Released,,Rockaway,5.8,2,Nicholas Gonzalez Mario Cimarro Oleg Taktarov Vitali Baganov Ricardo Chavira,Jeff Crook
4144,2300000,Crime Drama Mystery,3766,new york san francisco aquarium shanghai yacht,en,The Lady from Shanghai,low,24-12-1947,0,87.0,Released,I told you... you know nothing about wickedness,The Lady from Shanghai,7.2,102,Rita Hayworth Orson Welles Everett Sloane Glenn Anders Ted de Corsia,Orson Welles
4145,2000000,Horror Thriller,18616,sheriff robber burned alive gore serial killer,en,No Man's Land: The Rise of Reeker,low,01-05-2008,0,88.0,Released,,No Man's Land: The Rise of Reeker,4.4,27,Stephen Martines Valerie Cruz Mircea Monroe Desmond Askew Michael Robert Brandon,Dave Payne
4146,14000000,Action Adventure Drama,18808,road movie,en,Highway,low,01-01-2002,0,97.0,Released,It started as a desperate escape and became the wildest ride of their lives,Highway,5.6,37,Jake Gyllenhaal Selma Blair Jared Leto John C. McGinley Jeremy Piven,James Cox
4147,2000000,Comedy Crime,95755,,en,Small Apartments,low,10-03-2012,0,96.0,Released,,Small Apartments,5.7,50,Matt Lucas Juno Temple James Caan Dolph Lundgren Billy Crystal,Jonas \u00c5kerlund
4148,0,Comedy,198062,coffee shop slacker thirty something carefree,en,Coffee Town,low,09-07-2013,0,87.0,Released,,Coffee Town,6.7,45,Glenn Howerton Steve Little Ben Schwartz Adrianne Palicki Josh Groban,Brad Copeland
4149,0,Comedy Fantasy Music,188652,,en,The Ghastly Love of Johnny X,low,26-04-2013,0,106.0,Released,They Sing! They Dance! They're Juvenile Delinquents from Outer Space!,The Ghastly Love of Johnny X,6.6,8,Will Keenan Creed Bratton De Anna Joy Brooks Reggie Bannister Jed Rowen,Paul Bunnell
4150,0,Comedy Drama,174311,christmas tree salesman french canadian,en,All Is Bright,low,10-09-2013,0,107.0,Released,All is busted. All is broke. All is bitter. All is BRIGHT.,All Is Bright,5.3,36,Paul Rudd Paul Giamatti Sally Hawkins Peter Hermann Michael Drayer,Phil Morrison
4151,0,Mystery Horror History,12602,snake cut-off arm pit revitalization descendant,de,Die Schlangengrube und das Pendel,low,05-10-1967,0,85.0,Released,UNBELIEVABLE! Until You See It With Your Own Eyes!,The Torture Chamber of Dr. Sadism,6.3,12,Lex Barker Christopher Lee Karin Dor Carl Lange Christiane R\u00fccker,Harald Reinl
4152,7000000,Comedy Drama,153795,brother brother relationship drug addiction sister-in-law,en,Straight A's,low,16-01-2013,0,88.0,Released,,Straight A's,5.2,46,Anna Paquin Ryan Phillippe Luke Wilson Powers Boothe Riley Thomas Stewart,James Cox
4153,0,Comedy Music,17768,virgin ancient rome freedom sondheim slave,en,A Funny Thing Happened on the Way to the Forum,low,16-10-1966,0,99.0,Released,Something for Everyone!,A Funny Thing Happened on the Way to the Forum,6.1,24,Zero Mostel Phil Silvers Buster Keaton Michael Crawford Jack Gilford,Richard Lester
4154,0,Documentary,13516,presidential elections,en,Slacker Uprising,low,27-09-2007,0,102.0,Released,,Slacker Uprising,5.9,10,Michael Moore Eddie Vedder Robert Ellis Orrall Steve Earle Celeste Zappala,Michael Moore
4155,0,Action Adventure History Western,98549,based on real events,en,The Legend of Hell's Gate: An American Conspiracy,low,03-03-2011,0,108.0,Released,Justice was delieverd by the fastest gun.,The Legend of Hell's Gate: An American Conspiracy,3.9,8,Eric Balfour Lou Taylor Pucci Henry Thomas James Lafferty Summer Glau,Tanner Beard
4156,0,Science Fiction Comedy,312793,spoof zombie,en,Walking with the Dead,low,20-03-2015,0,90.0,Released,,The Walking Deceased,4.2,35,Tim Ogletree Troy Ogletree Dave Sheridan Joey Oglesby Sophia Taylor Ali,Scott Dow
4157,2000000,Thriller Mystery Horror Drama,309919,self-defense car mechanic graduation high school shooting,en,The Curse of Downers Grove,low,21-08-2015,0,89.0,Released,High school can be murder.,The Curse of Downers Grove,4.4,24,Bella Heathcote Lucas Till Helen Slater Penelope Mitchell Mark L. Young,Derick Martini
4158,2000000,Thriller,299553,lake shark attack,en,Shark Lake,low,02-10-2015,0,92.0,Released,In this lake you have to fight to survive,Shark Lake,4.4,19,Dolph Lundgren James Chalke Sara Malakul Lane Michael Aaron Milligan Ibrahim Renno Jr.,Jerry Dugan
4159,19000000,Crime Drama,21309,sex police friends murder,en,River's Edge,low,27-08-1986,0,99.0,Released,The most controversial film you will see this year.,River's Edge,6.7,59,Crispin Glover Keanu Reeves Ione Skye Daniel Roebuck Dennis Hopper,Tim Hunter
4160,0,Fantasy Drama Science Fiction,32235,,en,Northfork,low,01-01-2003,0,103.0,Released,,Northfork,6.7,24,James Woods Nick Nolte Claire Forlani Daryl Hannah Douglas Sebern,Michael Polish
4161,1950000,Thriller Action,329540,,en,The Marine 4: Moving Target,low,10-04-2015,0,90.0,Released,,The Marine 4: Moving Target,5.8,49,Mike Mizanin Melissa Roxburgh Josh Blacker Matthew MacCaull Paul McGillion,William Kaufman
4162,1987650,Drama Thriller Mystery,26388,isolation coffin race against time buried alive survival,en,Buried,mid,24-09-2010,19152480,94.0,Released,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",Buried,6.6,827,Ryan Reynolds Jos\u00e9 Luis Garc\u00eda P\u00e9rez Robert Paterson Stephen Tobolowsky Samantha Mathis,Rodrigo Cort\u00e9s
4163,0,Drama Comedy Romance,49020,beach wales friendship bullying teenage girl,en,Submarine,low,18-03-2011,864659,97.0,Released,A comedy that doesn't let principles stand in the way of progress.,Submarine,7.4,443,Craig Roberts Sally Hawkins Paddy Considine Noah Taylor Gemma Chan,Richard Ayoade
4164,0,Documentary Drama History,159037,woman director,ar,The Square,low,07-06-2013,0,88.0,Released,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,The Square,7.8,55,Khalid Abdalla Dina Abdullah Dina Amer Magdy Ashour Ramy Essam,Jehane Noujaim
4165,0,Drama,12838,france musician investigation sadomasochism independent film,fr,Chacun sa nuit,low,21-07-2006,0,95.0,Released,,One to Another,5.8,12,Lizzie Brocher\u00e9 Arthur Dupont Guillaume Bach\u00e9 Pierre Perrier Nicolas Nollet,Jean-Marc Barr
4166,0,Drama Music,157293,underdog competition dance musical drama,hi,एबीसीडी,low,07-02-2013,222000,160.0,Released,India's First 3D Dance movie,ABCD (Any Body Can Dance),5.6,10,Prabhu Deva Ganesh Acharya Kay Kay Menon Lauren Gottlieb Salman Yusuff Khan,Remo D'Souza
4167,0,Thriller Documentary Crime History,14048,judge juggler passion reality street artist,en,Man on Wire,low,25-07-2008,2957978,94.0,Released,1974. 1350 feet up. The artistic crime of the century.,Man on Wire,7.5,275,Philippe Petit Jean Fran\u00e7ois Heckel Jean-Louis Blondeau Annie Allix David Forman,James Marsh
4168,0,Drama Thriller,356987,supervivencia,en,Abandoned,low,30-08-2015,0,82.0,Released,,Abandoned,5.8,27,Dominic Purcell Peter Feeney Owen Black Siobhan Marshall Serena Cotton,John Laing
4169,1900000,Drama,295886,,en,Brotherly Love,low,24-04-2015,0,89.0,Post Production,,Brotherly Love,6.9,21,Keke Palmer Cory Hardrict Eric D. Hill Jr. Quincy Brown Nafessa Williams,Jamal Hill
4170,1800000,Horror Drama Thriller,38358,exorcism fraud evil spirit human sacrifice mockumentary,en,The Last Exorcism,low,27-08-2010,67738090,87.0,Released,Believe In Him.,The Last Exorcism,5.6,328,Ashley Bell Patrick Fabian Iris Bahr Louis Herthum Caleb Landry Jones,Daniel Stamm
4171,0,Drama,33511,musician musical biography teenager dark past,en,Nowhere Boy,low,25-12-2009,0,98.0,Released,As a boy all John Lennon needed was love.,Nowhere Boy,7.2,244,Aaron Taylor-Johnson Anne-Marie Duff Kristin Scott Thomas David Threlfall David Morrissey,Sam Taylor-Johnson
4172,1800000,Drama,702,southern usa rape sister sister relationship loss of sense of reality brother-in-law,en,A Streetcar Named Desire,low,18-09-1951,8000000,125.0,Released,"...Blanche, who wanted so much to stay a lady...",A Streetcar Named Desire,7.6,281,Vivien Leigh Marlon Brando Kim Hunter Karl Malden Rudy Bond,Elia Kazan
4173,1800000,Drama Comedy War,935,usa president general cold war strategic air command nuclear missile,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,mid,29-01-1964,9440272,95.0,Released,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442,Peter Sellers George C. Scott Sterling Hayden Keenan Wynn Slim Pickens,Stanley Kubrick
4174,1800000,Drama Romance,542,heart attack drug traffic drug crime mexican province celibacy,es,El Crimen del Padre Amaro,low,01-10-2002,0,118.0,Released,Lead us not into temptation,The Crime of Padre Amaro,6.2,36,Gael Garc\u00eda Bernal Ana Claudia Talanc\u00f3n Sancho Gracia Ang\u00e9lica Arag\u00f3n Ernesto G\u00f3mez Cruz,Carlos Carrera
4175,1800000,Drama Fantasy,84175,refugee camp hurricane fantasy flooding global warming,en,Beasts of the Southern Wild,low,29-06-2012,21107746,93.0,Released,I  gotta take care of mine.,Beasts of the Southern Wild,6.8,403,Quvenzhan\u00e9 Wallis Dwight Henry Levy Easterly Gina Montana Lowell Landes,Benh Zeitlin
4176,1700000,Action Science Fiction,1705,post-apocalyptic dystopia ape,en,Battle for the Planet of the Apes,low,15-06-1973,8844595,93.0,Released,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,5.5,215,Roddy McDowall Natalie Trundy Austin Stoker Severn Darden Claude Akins,J. Lee Thompson
4177,0,Drama Music,62677,musical independent film woman director,en,Songcatcher,low,01-03-2001,0,109.0,Released,Fall under its spell..,Songcatcher,5.6,9,Janet McTeer Michael Davis Michael Goodwin Gregory Russell Cook Jane Adams,Maggie Greenwald
4178,2000000,Drama Thriller,50875,baby wife husband relationship christian faith independent film,en,Higher Ground,low,26-08-2011,841733,109.0,Post Production,,Higher Ground,5.3,14,Vera Farmiga Donna Murphy Dagmara Domi\u0144czyk John Hawkes Joshua Leonard,Vera Farmiga
4179,0,Comedy Romance,260778,teenage love,ta,வாலு,low,14-08-2015,0,155.0,Released,Life is what u make it,Vaalu,6.7,5,Silambarasan Hansika Motwani Santhanam VTV Ganesh Brahmanandam,Vijay Chandar
4180,0,Comedy Documentary,58492,comedian comedy duringcreditsstinger,en,The Greatest Movie Ever Sold,low,22-04-2011,621951,87.0,Released,"He's not selling out, he's buying in.",The Greatest Movie Ever Sold,6.4,88,Morgan Spurlock Peter Berg Paul Brennan Ralph Nader Brett Ratner,Morgan Spurlock
4181,0,Comedy,44562,chainsaw macabre uncle nephew relationship,en,Ed and His Dead Mother,low,04-06-1993,0,93.0,Released,A family reunion with some minor complications.,Ed and His Dead Mother,5.5,12,Eric Christmas Harper Roisman Steve Buscemi Sam Jenkins Ned Beatty,Jonathan Wacks
4182,0,Adventure Drama Foreign,37232,illusion independent film bhutan story in story weaver,en,Travellers and Magicians,low,09-09-2003,0,108.0,Released,The bitter and the sweet of temporary things.,Travellers and Magicians,6.8,9,Tshewang Dendup Sonam Lhamo Lhakpa Dorji Deki Yangzom Sonam Kinga,Khyentse Norbu
4183,1800000,Western,4929,prison judge marshal death penalty oklahoma,en,Hang 'em High,low,31-07-1968,6800000,114.0,Released,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,Hang 'em High,6.7,192,Clint Eastwood Inger Stevens Ed Begley Pat Hingle Ben Johnson,Ted Post
4184,0,Crime Drama,36334,,en,Deadline - U.S.A.,low,14-03-1952,0,87.0,Released,,Deadline - U.S.A.,6.9,17,Humphrey Bogart Ethel Barrymore Kim Hunter Ed Begley Warren Stevens,Richard Brooks
4185,0,Horror Thriller,9783,nurse psychology suspense blood hospital,en,Sublime,low,15-06-2007,0,113.0,Released,,Sublime,5.3,33,Tom Cavanagh Jeffrey Anderson-Gunter Cas Anvar Paget Brewster Jordi Caballero,Tony Krantz
4186,0,Thriller Comedy Horror,386826,snuff,en,A Beginner's Guide to Snuff,low,04-03-2016,0,87.0,Released,,A Beginner's Guide to Snuff,0.0,0,Joey Kern Luke Edwards Bree Williamson Brad Greenquist Perry Laylon Ojeda,Mitchell Altieri
4187,1800000,Action Science Fiction,205126,ufo extraterrestrial spaceship alien,en,Independence Daysaster,low,27-06-2013,0,86.0,Released,,Independence Daysaster,4.2,22,Casey Dubois Iain Belcher Andrea Brooks Nicholas Carella Emily Holmes,W.D. Hogan
4188,1800000,Comedy Romance,98557,,en,Dysfunctional Friends,low,03-02-2012,0,101.0,Released,There's a thin line between money and friends.,Dysfunctional Friends,5.0,4,Stacey Dash Reagan Gomez-Preston Wesley Jonathan Persia White Jason Weaver,Corey Grant
4189,1530000,Action Drama Thriller,104,berlin casino nun red hair running,de,Lola rennt,mid,20-08-1998,7267585,81.0,Released,Every second of every day you're faced with a decision that can change your life.,Run Lola Run,7.2,664,Franka Potente Moritz Bleibtreu Herbert Knaup Nina Petri Armin Rohde,Tom Tykwer
4190,500000,Drama Horror Thriller Romance,10894,difficult childhood psychoterror murder loneliness artificial,en,May,low,13-01-2002,150277,93.0,Released,Be Careful... She Just Might Take Your Heart.,May,6.3,152,Angela Bettis Jeremy Sisto Anna Faris James Duval Nichole Hiltz,Lucky McKee
4191,1493619,Adventure Family,246449,cave plane wreck salmon bears northern canada,en,Against the Wild,low,29-12-2013,0,90.0,Released,Partners in survival. Friends for life.,Against the Wild,4.9,19,Natasha Henstridge CJ Adams Erin Pitt Ted Whittall Rainbow Francks,Richard Boddington
4192,0,Drama,32579,independent film woman director,es,La misma luna,low,20-03-2008,23311391,106.0,Released,The love between a mother and a son knows no Boundraries.,Under the Same Moon,7.0,28,Kate del Castillo Adri\u00e1n Alonso Barona Eugenio Derbez America Ferrera Angelina Pel\u00e1ez,Patricia Riggen
4193,1700000,Action Science Fiction,1688,circus pet human being dystopia insurrection,en,Conquest of the Planet of the Apes,low,29-06-1972,9700000,88.0,Released,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,Conquest of the Planet of the Apes,6.1,236,Roddy McDowall Don Murray Ricardo Montalban Hari Rhodes Severn Darden,J. Lee Thompson
4194,1700000,Drama Thriller,1999,age difference fishing arbitrary law conductor ex husband,en,In the Bedroom,low,23-11-2001,0,130.0,Released,A young man. An older woman. Her ex-husband. Things are about to explode...,In the Bedroom,6.4,89,Tom Wilkinson Sissy Spacek Nick Stahl Marisa Tomei William Mapother,Todd Field
